text,topic,summary
"

	The beggar-man led her out by the hand, and she was obliged to walk away on foot with him. When they came to a large forest she asked, 'To whom does that beautiful forest belong?' 'It belongs to King Thrushbeard; if you had taken him, it would have been yours.' 'Ah, unhappy girl that I am, if I had but taken King Thrushbeard!'",king thrushbeard_segment_6.txt," The beggar-man led her out by the hand, and she was obliged to walk away on foot with him . When they came to a large forest she asked, 'To whom does that beautiful forest belong?' 'It belongs to"
"Between Werrel and Soist there lived a man whose name was Knoist, and he had three sons. One was blind, the other lame, and the third stark-naked. Once on a time they went into a field, and there they saw a hare. The blind one shot it, the lame one caught it, the naked one put it in his pocket. Then they came to a mighty big lake, on which there were three boats, one sailed, one sank, the third had no bottom to it. They all three got into the one with no bottom to it. Then they came to a mighty big forest in which there was a mighty big tree; in the tree was a mighty big chapel in the chapel was a sexton made of beech-wood and a box-wood parson, who dealt out holy-water with cudgels.",knoist and his three sons_segment_0.txt," Between Werrel and Soist there lived a man whose name was Knoist, and he had three sons . One was blind, the other lame, and the third stark-naked . Once on a time they went into a"
"

	It so happened, however, while they were sailing onwards over the deep sea, that Faithful John, who was sitting on the fore part of the vessel, making music, saw three ravens in the air, which came flying towards them. On this he stopped playing and listened to what they were saying to each other, for that he well understood. One cried, 'Oh, there he is carrying home the princess of the Golden Dwelling.' 'Yes,' replied the second, 'but he has not got her yet.' Said the third, 'But he has got her, she is sitting beside him in the ship.' Then the first began again, and cried, 'What good will that do him? When they reach land a chestnut horse will leap forward to meet him, and the prince will want to mount it, but if he does that, it will run away with him, and rise up into the air with him, and he will never see his maiden more.' Spake the second, 'But is there no escape?'",faithful john_segment_7.txt," Faithful John was sitting on the fore part of the vessel, making music, when he saw three ravens in the air . One cried, 'Oh, there he is carrying home the princess of the Golden Dwelling'"
"

	7.3                ",clever elsie_segment_3.txt, 7.7.3:    7.5: 7.6: 5.7: 6.3.5.3 . 7.4: 5:6:5:4:5.6.4.
"

	It happened that the wedding of the King's eldest son was to be celebrated, so the poor woman went up and placed herself by the door of the hall to look on. When all the candles were lit, and people, each more beautiful than the other, entered, and all was full of pomp and splendour, she thought of her lot with a sad heart, and cursed the pride and haughtiness which had humbled her and brought her to so great poverty.",king thrushbeard_segment_16.txt," It happened that the wedding of the King's eldest son was to be celebrated, so the poor woman went up and placed herself by the door of the hall to look on . When all the candles were lit, and people, each more"
"

	The King was terrified when he heard that he himself must kill his dearest children, but he thought of faithful John's great fidelity, and how he had died for him, drew his sword, and with his own hand cut off the children's heads. And when he had smeared the stone with their blood, life returned to it, and Faithful John stood once more safe and healthy before him. He said to the King, 'Thy truth shall not go unrewarded,' and took the heads of the children, put them on again, and rubbed the wounds with their blood, on which they became whole again immediately, and jumped about, and went on playing as if nothing had happened. Then the King was full of joy, and when he saw the Queen coming he hid Faithful John and the two children in a great cupboard. When she entered, he said to her, 'Hast thou been praying in the church?' 'Yes,' answered she, 'but I have constantly been thinking of Faithful John and what misfortune has befallen him through us.' Then said he, 'Dear wife, we can give him his life again, but it will cost us our two little sons, whom we must sacrifice.' The Queen turned pale, and her heart was full of terror, but she said, 'We owe it to him, for his great fidelity.' Then the King was rejoiced that she thought as he had thought, and went and opened the cupboard, and brought forth Faithful John and the children, and said, 'God be praised, he is delivered, and we have our little sons again also,' and told her how everything had occurred. Then they dwelt together in much happiness until their death.",faithful john_segment_14.txt," The King was terrified when he heard that he himself must kill his dearest children . But he thought of faithful John's great fidelity, and how he had died for him, drew his sword, and cut off the children's heads ."
"

	'Peace, peace, my dear little giants, I have had thought of ye,

	Something I have brought for ye;'

	and when the birds come, thou shalt again say,

	'Peace, peace, my dear little birds, I have had thought of ye,",ferdinand the faithful_segment_7.txt," 'Peace, peace, my dear little giants, I have had thought of ye,' 'Something I have brought for ye;' 'When the birds come, thou shalt again say, when thou thougth say, 'Peace"
"

	Catherine stood for a while and bethought to herself; then she said, 'Listen, Frederick, we will soon get the gold back again, we will run after the thieves.' 'Come, then,' said Frederick, 'we will try it; but take with you some butter and cheese that we may have something to eat on the way.' 'Yes, Frederick, I will take them.' They set out, and as Frederick was the better walker, Catherine followed him. 'It is to my advantage,' thought she, 'when we turn back I shall be a little way in advance.' Then she came to a hill where there were deep ruts on both sides of the road. 'There one can see,' said Catherine, 'how they have torn and skinned and galled the poor earth, it will never be whole again as long as it lives,' and in her heart's compassion she took her butter and smeared the ruts right and left, that they might not be so hurt by the wheels, and as she was thus bending down in her charity, one of the cheeses rolled out of her pocket down the hill. Said Catherine, 'I have made my way once up here, I will not go down again; another may run and fetch it back.' So she took another cheese and rolled it down. But the cheeses did not come back, so she let a third run down, thinking. 'Perhaps they are waiting for company, and do not like to walk alone.' As all three stayed away she said, 'I do not know what that can mean, but it may perhaps be that the third has not found the way, and has gone wrong, I will just send the fourth to call it.' But the fourth did no better than the third. Then Catherine was angry, and threw down the fifth and sixth as well, and these were her last. She remained standing for some time watching for their coming, but when they still did not come, she said, 'Oh, you are good folks to send in search of death, you stay a fine long time away! Do you think I will wait any longer for you? I shall go my way, you may run after me; you have younger legs than I.' Catherine went on and found Frederick, who was standing waiting for her because he wanted something to eat. 'Now just let us have what you have brought with you,' said he. She gave him the dry bread. 'Where have you the butter and the cheeses?' asked the man. 'Ah, Freddy,' said Catherine, 'I smeared the cart-ruts with the butter and the cheeses will come soon; one ran away from me, so I sent the others after to call it.' Said Frederick, 'You should not have done that, Catherine, to smear the butter on the road, and let the cheeses run down the hill!' 'Really, Frederick, you should have told me.' Then they ate the dry bread together, and Frederick said, 'Catherine, did you make the house safe when you came away?' 'No, Frederick, you should have told me to do it before.' 'Then go home again, and make the house safe before we go any farther, and bring with you something else to eat. I will wait here for you.' Catherine went back and thought, 'Frederick wants something more to eat, he does not like butter and cheese, so I will take with me a handkerchief full of dried pears and a pitcher of vinegar for him to drink.' Then she bolted the upper half of the door fast, but unhinged the lower door, and took it on her back, believing that when she had placed the door in security the house must be well taken care of. Catherine took her time on the way, and thought, 'Frederick will rest himself so much the longer.' When she had once reached him she said, 'Here is the house-door for you, Frederick, and now you can take care of the house yourself.' 'Oh, heavens,' said he, 'what a wise wife I have! She takes the under-door off the hinges that everything may run in, and bolts the upper one. It is now too late to go back home again, but since you have brought the door here, you shall just carry it farther.' 'I will carry the door, Frederick, but the dried pears and the vinegar-jug will be too heavy for me, I will hang them on the door, it may carry them.'",frederick and catherine_segment_1.txt," Catherine smeared the ruts on the road with her butter and smeared cheese down the hillside . One cheese ran away from her, so she sent the others after to call it . But the fourth did no better than the third"
"

	Then St. Peter went a different road, but Brother Lustig thought, 'It is a good thing that he has taken himself off, he is certainly a strange saint, after all.' Then he had money enough, but did not know how to manage it, squandered it, gave it away, and and when some time had gone by, once more had nothing. Then he arrived in a certain country where he heard that a King's daughter was dead. 'Oh, ho!' thought he, 'that may be a good thing for me; I will bring her to life again, and see that I am paid as I ought to be.' So he went to the King, and offered to raise the dead girl to life again. Now the King had heard that a discharged soldier was traveling about and bringing dead persons to life again, and thought that Brother Lustig was the man; but as he had no confidence in him, he consulted his councillors first, who said that he might give it a trial as his daughter was dead. Then Brother Lustig ordered water to be brought to him in a kettle, bade every one go out, cut the limbs off, threw them in the water and lighted a fire beneath, just as he had seen St. Peter do. The water began to boil, the flesh fell off, and then he took the bones out and laid them on the table, but he did not know the order in which to lay them, and placed them all wrong and in confusion. Then he stood before them and said, 'In the name of the most holy Trinity, dead maiden, I bid thee arise,' and he said this thrice, but the bones did not stir. So he said it thrice more, but also in vain: 'Confounded girl that you are, get up!' cried he, 'Get up, or it shall be worse for you!' When he had said that, St. Peter suddenly appeared in his former shape as a discharged soldier; he entered by the window and said, 'Godless man, what art thou doing? How can the dead maiden arise, when thou hast thrown about her bones in such confusion?' 'Dear brother, I have done everything to the best of my ability,' he answered. 'This once, I will help thee out of thy difficulty, but one thing I tell thee, and that is that if ever thou undertakest anything of the kind again, it will be the worse for thee, and also that thou must neither demand nor accept the smallest thing from the King for this!' Thereupon St. Peter laid the bones in their right order, said to the maiden three times, 'In the name of the most holy Trinity, dead maiden, arise,' and the King's daughter arose, healthy and beautiful as before. Then St. Peter went away again by the window, and Brother Lustig was rejoiced to find that all had passed off so well, but was very much vexed to think that after all he was not to take anything for it. 'I should just like to know,' thought he, 'what fancy that fellow has got in his head, for what he gives with one hand he takes away with the other there is no sense whatever in it!' Then the King offered Brother Lustig whatsoever he wished to have, but he did not dare to take anything; however, by hints and cunning, he contrived to make the King order his knapsack to be filled with gold for him, and with that he departed. When he got out, St. Peter was standing by the door, and said, 'Just look what a man thou art; did I not forbid thee to take anything, and there thou hast thy knapsack full of gold!' 'How can I help that,' answered Brother Lustig, 'if people will put it in for me?' 'Well, I tell thee this, that if ever thou settest about anything of this kind again thou shalt suffer for it!' 'Eh, brother, have no fear, now I have money, why should I trouble myself with washing bones?' 'Faith,' said St. Peter, 'the gold will last a long time! In order that after this thou mayst never tread in forbidden paths, I will bestow on thy knapsack this property, namely, that whatsoever thou wishest to have inside it, shall be there. Farewell, thou wilt now never see me more.' 'Good-bye,' said Brother Lustig, and thought to himself, 'I am very glad that thou hast taken thyself off, thou strange fellow; I shall certainly not follow thee.' But of the magical power which had been bestowed on his knapsack, he thought no more.",brother lustig_segment_5.txt," St. Peter appeared in his former shape as a discharged soldier and appeared by the window . Brother Lustig had money enough, but did not know how to manage it, squandered it, gave it away, and when some time"
"There was once on a time a man who was called Frederick and a woman called Catherine, who had married each other and lived together as young married folks. One day Frederick said, 'I will now go and plough, Catherine; when I come back, there must be some roast meat on the table for hunger, and a fresh draught for thirst.' 'Just go, Frederick,' answered Kate, 'just go, I will have all ready for you.' Therefore when dinner-time drew near she got a sausage out of the chimney, put it in the frying-pan, put some butter to it, and set it on the fire. The sausage began to fry and to hiss, Catherine stood beside it and held the handle of the pan, and had her own thoughts as she was doing it. Then it occurred to her, 'While the sausage is getting done thou couldst go into the cellar and draw beer.' So she set the frying-pan safely on the fire, took a can, and went down into the cellar to draw beer. The beer ran into the can and Kate watched it, and then she thought, 'Oh, dear! The dog upstairs is not fastened up, it might get the sausage out of the pan. Well thought of.' And in a trice she was up the cellar-steps again, but the Spitz had the sausage in its mouth already, and trailed it away on the ground. But Catherine, who was not idle, set out after it, and chased it a long way into the field; the dog, however, was swifter than Catherine and did not let the sausage journey easily, but skipped over the furrows with it. 'What's gone is gone!' said Kate, and turned round, and as she had run till she was weary, she walked quietly and comfortably, and cooled herself. During this time the beer was still running out of the cask, for Kate had not turned the tap. And when the can was full and there was no other place for it, it ran into the cellar and did not stop until the whole cask was empty. As soon as Kate was on the steps she saw the mischance. 'Good gracious!' she cried. 'What shall I do now to stop Frederick knowing it!' She thought for a while, and at last she remembered that up in the garret was still standing a sack of the finest wheat flour from the last fair, and she would fetch that down and strew it over the beer. 'Yes,' said she, 'he who saves a thing when he ought, has it afterwards when he needs it,' and she climbed up to the garret and carried the sack below, and threw it straight down on the can of beer, which she knocked over, and Frederick's draught swam also in the cellar. 'It is all right,' said Kate, 'where the one is the other ought to be also,' and she strewed the meal over the whole cellar. When it was done she was heartily delighted with her work, and said, 'How clean and wholesome it does look here!' At mid-day home came Frederick: 'Now, wife, what have you ready for me?' 'Ah, Freddy,' she answered, 'I was frying a sausage for you, but whilst I was drawing the beer to drink with it, the dog took it away out of the pan, and whilst I was running after the dog, all the beer ran out, and whilst I was drying up the beer with the flour, I knocked over the can as well, but be easy, the cellar is quite dry again.' Said Frederick, 'Kate, Kate, you should not have done that! to let the sausage be carried off and the beer run out of the cask, and throw out all our flour into the bargain!' 'Indeed, Frederick, I did not know that, you should have told me.' The man thought, 'If my wife is like this, I must look after things more.' Now he had got together a good number of thalers which he changed into gold, and said to Catherine, 'Look, these are counters for playing games; I will put them in a pot and bury them in the stable under the cow's manger, but mind you keep away from them, or it will be the worse for you.' Said she, 'Oh, no, Frederick, I certainly will not go.' And when Frederick was gone some pedlars came into the village who had cheap earthen-bowls and pots, and asked the young woman if there was nothing she wanted to bargain with them for? 'Oh, dear people,' said Catherine, 'I have no money and can buy nothing, but if you have any use for yellow counters I will buy of you.' 'Yellow counters, why not? But just let us see them.' 'Then go into the stable and dig under the cow's manger, and you will find the yellow counters. I am not allowed to go there.' The rogues went thither, dug and found pure gold. Then they laid hold of it, ran away, and left their pots and bowls behind in the house. Catherine though she must use her new things, and as she had no lack in the kitchen already without these, she knocked the bottom out of every pot, and set them all as ornaments on the paling which went round about the house. When Frederick came and saw the new decorations, he said, 'Catherine, what have you been about?' 'I have bought them, Frederick, for the counters which were under the cow's manger. I did not go there myself, the pedlars had to dig them out for themselves.' 'Ah, wife,' said Frederick, 'what have you done? Those were not counters, but pure gold, and all our wealth; you should not have done that.' 'Indeed, Frederick,' said she, 'I did not know that, you should have forewarned me.'",frederick and catherine_segment_0.txt," A man who was called Frederick and a woman called Catherine married each other and lived together as young married folks . One day Frederick said, 'I will now go and plough, Catherine; when I come back, there must be some"
"

	But Snow-white was growing up, and grew more and more beautiful; and when she was seven years old she was as beautiful as the day, and more beautiful than the Queen herself. And once when the Queen asked her looking-glass â

	'Looking-glass, Looking-glass, on the wall, Who in this land is the fairest of all?'

	it answeredâ-",little snow white_segment_4.txt," Snow-white was growing up, and grew more and more beautiful . When she was seven years old she was as beautiful as the day, and . more beautiful than the Queen herself ."
"

	The faithful servant considered within himself for a long time how to set about the matter, for it was difficult even to obtain a sight of the King's daughter. At length he thought of a way, and said to the King, 'Everything which she has about her is of goldâ-tables, chairs, dishes, glasses, bowls, and household furniture. Among thy treasures are five tons of gold; let one of the goldsmiths of the Kingdom work these up into all manner of vessels and utensils, into all kinds of birds, wild beasts and strange animals, such as may please her, and we will go there with them and try our luck.'",faithful john_segment_3.txt," The faithful servant considered within himself for a long time how to set about the matter, for it was difficult even to obtain a sight of the King's daughter . At length he thought of a way, and said to the King, '"
"

	Then he went on still farther, and all was so quiet that a breath could be heard, and at last he came to the tower, and opened the door into the little room where Briar-rose was sleeping. There she lay, so beautiful that he could not turn his eyes away; and he stooped down and gave her a kiss. But as soon as he kissed her, Briar-rose opened her eyes and awoke, and looked at him quite sweetly.",briar rose_segment_14.txt," He stooped down and gave her a kiss, but as soon as he kissed her, Briar-rose opened her eyes and awoke ."
"

	'Now I will fetch myself the second,' said the wizard, and again he went to the house in the shape of a poor man, and begged. Then the second daughter brought him a piece of bread; he caught her like the first, by simply touching her, and carried her away. She did not fare better than her sister. She allowed herself to be led away by her curiosity, opened the door of the bloody chamber, looked in, and had to atone for it with her life on the wizard's return. Then he went and brought the third sister, but she was clever and crafty. When he had given her the keys and the egg, and had left her, she first put the egg away with great care, and then she examined the house, and at last went into the forbidden room. Alas, what did she behold! Both her sisters lay there in the basin, cruelly murdered, and cut in pieces. But she began to gather their limbs together and put them in order, head, body, arms and legs. And when nothing further was wanting the limbs began to move and unite themselves together, and both the maidens opened their eyes and were once more alive. Then they rejoiced and kissed and caressed each other.",fitchers bird_segment_3.txt," The second daughter brought him a piece of bread; he caught her like the first, by simply touching her, and carried her away . She allowed herself to be led away by her curiosity, opened the door of the bloody chamber, looked"
"'Whither goest thou?' 'To Walpe.' 'I to Walpe, thou to Walpe, so, so, together we'll go.'

	'Hast thou a man? What is his name?' 'Cham.' 'My man Cham, thy man Cham; I to Walpe, thou to Walpe; so, so, together we'll go.' 'Hast thou a child; how is he styled?' 'Wild.' 'My child Wild, thy child Wild; my man Cham, thy man Cham; I to Walpe, thou to Walpe, so, so, together we'll go.' 'Hast thou a cradle? How callest thou thy cradle?' 'Hippodadle.' 'My cradle Hippodadle, my child Wild, thy child Wild, my man Cham, thy man Cham; I to Walpe, thou to Walpe, so, so, together we'll go.'",domestic servants_segment_0.txt," 'Whither goest thou?' 'To Walpe,' 'I to Walpe, thou to WalPe, so, so together we'll go' 'Hast thou a child; how is he styled?' 'Wild' '"
"

	It was a beautiful evening; the sun shone brightly between the trunks of the trees into the dark green of the forest, and the turtle-doves sang mournfully upon the young boughs of the birch-trees.",jorinda and joringel_segment_2.txt, It was a beautiful evening; the sun shone brightly between the trunks of the trees . The turtle-doves sang mournfully upon the young boughs of the birch-trees .
"

	'I see that this will not do,' said the man; 'you had better spin, perhaps you can do that better.' She sat down and tried to spin, but the hard thread soon cut her soft fingers so that the blood ran down. 'See,' said the man, 'you are fit for no sort of work; I have made a bad bargain with you. Now I will try to make a business with pots and earthenware; you must sit in the market-place and sell the ware.' 'Alas,' thought she, 'if any of the people from my father's kingdom come to the market and see me sitting there, selling, how they will mock me?' But it was of no use, she had to yield unless she chose to die of hunger.",king thrushbeard_segment_12.txt," She sat down and tried to spin, but the hard thread soon cut her soft fingers so that the blood ran down . 'See,' said the man, 'you are fit for no sort of work; I have made a bad bargain"
"

	But the Queen, believing that she had eaten Snow-white's heart, could not but think that she was again the first and most beautiful of all; and she went to her looking-glass and saidâ-",little snow white_segment_14.txt," The Queen, believing that she had eaten Snow-white's heart, could not but think that she was again the first and most beautiful of all . She went to her looking-glass and saidâ---"
"

	Then they came to a peasant's house inside which they heard loud lamentations and cries; so they went in, and there the husband was lying sick unto death, and very near his end, and his wife was crying and weeping quite loudly. 'Stop that howling and crying,' said St. Peter, 'I will make the man well again,' and he took a salve out of his pocket, and healed the sick man in a moment, so that he could get up, and was in perfect health. In great delight the man and his wife said, 'How can we reward you? What shall we give you?' But St. Peter would take nothing, and the more the peasant folks offered him, the more he refused. Brother Lustig, however, nudged St. Peter, and said, 'Take something; sure enough we are in need of it.' At length the woman brought a lamb and said to St. Peter that he really must take that, but he would not. Then Brother Lustig gave him a poke in the side, and said, 'Do take it, you stupid fool; we are in great want of it!' Then St. Peter said at last, 'Well, I will take the lamb, but I won't carry it; if thou wilt insist on having it, thou must carry it.' 'That is nothing,' said Brother Lustig. 'I will easily carry it,' and took it on his shoulder. Then they departed and came to a wood, but Brother Lustig had begun to feel the lamb heavy, and he was hungry, so he said to St. Peter, 'Look, that's a good place, we might cook the lamb there, and eat it.' 'As you like,' answered St. Peter, 'but I can't have anything to do with the cooking; if thou wilt cook, there is a kettle for thee, and in the meantime I will walk about a little until it is ready. Thou must, however, not begin to eat until I have come back, I will come at the right time.' 'Well, go, then,' said Brother Lustig, 'I understand cookery, I will manage it.' Then St. Peter went away, and Brother Lustig killed the lamb, lighted a fire, threw the meat into the kettle, and boiled it. The lamb was, however, quite ready, and the apostle Peter had not come back, so Brother Lustig took it out of the kettle, cut it up, and found the heart. 'That is said to be the best part,' said he, and tasted it, but at last he ate it all up. At length St. Peter returned and said, 'Thou mayst eat the whole of the lamb thyself, I will only have the heart, give me that.' Then Brother Lustig took a knife and fork, and pretended to look anxiously about amongst the lamb's flesh, but not to be able to find the heart, and at last he said abruptly, 'There is none here.' 'But where can it be?' said the apostle. 'I don't know,' replied Brother Lustig, 'but look, what fools we both are, to seek for the lamb's heart, and neither of us to remember that a lamb has no heart!' 'Oh,' said St. Peter, 'that is something quite new! Every animal has a heart, why is a lamb to have none?' 'No, be assured, my brother,' said Brother Lustig, 'that a lamb has no heart; just consider it seriously, and then you will see that it really has none.' 'Well, it is all right,' said St. Peter, 'if there is no heart, then I want none of the lamb; thou mayst eat it alone.' 'What I can't eat now, I will carry away in my knapsack,' said Brother Lustig, and he ate half the lamb, and put the rest in his knapsack.",brother lustig_segment_1.txt," St. Peter refused to take anything, but Brother Lustig nudged him and said, 'Take something; sure enough we are in need of it' The apostle refused, and the more the peasant folks offered him, the more he"
"

	Then said the third, 'I know still more; even if the bridal garment be burnt, the young King will still not have his bride. After the wedding, when the dancing begins and the young queen is dancing, she will suddenly turn pale and fall down as if dead, and if some one does not lift her up and draw three drops of blood from her right breast and spit them out again, she will die. But if any one who knows that were to declare it, he would become stone from the crown of his head to the sole of his foot.' When the ravens had spoken of this together, they flew onwards, and Faithful John had well understood everything, but from that time forth he became quiet and sad, for if he concealed what he had heard from his master, the latter would be unfortunate, and if he discovered it to him, he himself must sacrifice his life. At length, however, he said to himself, 'I will save my master, even if it bring destruction on myself.'",faithful john_segment_10.txt," The ravens said that even if the bridal garment was burnt, the young King will still not have his bride . Faithful John was sad, but said to himself, 'I will save my master, even if it bring destruction"
"The mother of Hans said, 'Whither away, Hans?' Hans answered, 'To Grethel.' 'Behave well, Hans.' 'Oh, I'll behave well. Good-bye, mother.' 'Good-bye, Hans.' Hans comes to Grethel, 'Good day, Grethel.' 'Good day, Hans. What dost thou bring that is good?' 'I bring nothing, I want to have something given me.' Grethel presents Hans with a needle. Hans says, 'Good-bye, Grethel.' 'Good-bye, Hans.'",clever hans_segment_0.txt," The mother of Hans said, 'Whither away, Hans?' Hans answered, 'To Grethel.' 'Behave well, Hans.' 'Oh, I'll behave well. Good-bye, mother.' 'Good day, Gre"
"

	She had to stoop in order to go in at the low door. 'Where are the servants?' said the King's daughter. 'What servants?' answered the beggar-man; 'you must yourself do what you wish to have done. Just make a fire at once, and set on water to cook my supper, I am quite tired.' But the King's daughter knew nothing about lighting fires or cooking, and the beggar-man had to lend a hand himself to get anything fairly done. When they had finished their scanty meal they went to bed; but he forced her to get up quite early in the morning in order to look after the house.",king thrushbeard_segment_10.txt," She had to stoop in order to go in at the low door . 'Where are the servants?' said the King's daughter . 'You must yourself do what you wish to have done. Just make a fire at once, and"
"

	At last she met the bridegroom, who was coming slowly back. He, like the others, asked,

	'O, Fitcher's bird, how com'st thou here?' 'I come from Fitcher's house quite near.' 'And what may the young bride be doing?",fitchers bird_segment_7.txt," At last she met the bridegroom, who was coming slowly back . He, like the others, asked, 'O, Fitcher's bird, how com'st thou here?'"
"

	Hansel and Gretel sat by the fire, and when noon came, each ate a little piece of bread, and as they heard the strokes of the wood-axe they believed that their father was near. It was not, however, the axe, it was a branch which he had fastened to a withered tree which the wind was blowing backwards and forwards. And as they had been sitting such a long time, their eyes shut with fatigue, and they fell fast asleep. When at last they awoke, it was already dark night. Gretel began to cry and said, 'How are we to get out of the forest now?' But Hansel comforted her and said, 'Just wait a little, until the moon has risen, and then we will soon find the way.' And when the full moon had risen, Hansel took his little sister by the hand, and followed the pebbles which shone like newly-coined silver pieces, and showed them the way.",hansel and gretel_segment_3.txt," Hansel and Gretel believed that their father was near when they heard the strokes of the wood-axe . It was not, however, the axe, it was a branch which he had fastened to a withered tree which the"
"

	But at midnight, when all slept, the nurse, who was sitting in the nursery by the cradle, and who was the only person awake, saw the door open and the true Queen walk in. She took the child out of the cradle, laid it on her arm, and suckled it. Then she shook up its pillow, laid the child down again, and covered it with the little quilt. And she did not forget the roebuck, but went into the corner where it lay, and stroked its back. Then she went quite silently out of the door again. The next morning the nurse asked the guards whether anyone had come into the palace during the night, but they answered, 'No, we have seen no one.'",little brother and little sister_segment_22.txt," At midnight, when all slept, the nurse, who was the only person awake, saw the door open and the true Queen walk in . She took the child out of the cradle, laid it on her arm, and suckled it"
"

	The woman led the children still deeper into the forest, where they had never in their lives been before. Then a great fire was again made, and the mother said, 'Just sit there, you children, and when you are tired you may sleep a little; we are going into the forest to cut wood, and in the evening when we are done, we will come and fetch you away.' When it was noon, Gretel shared her piece of bread with Hansel, who had scattered his by the way. Then they fell asleep and evening came and went, but no one came to the poor children. They did not awake until it was dark night, and Hansel comforted his little sister and said, 'Just wait, Gretel, until the moon rises, and then we shall see the crumbs of bread which I have strewn about, they will show us our way home again.' When the moon came they set out, but they found no crumbs, for the many thousands of birds which fly about in the woods and fields had picked them all up. Hansel said to Gretel, 'We shall soon find the way,' but they did not find it. They walked the whole night and all the next day too from morning till evening, but they did not get out of the forest, and were very hungry, for they had nothing to eat but two or three berries, which grew on the ground. And as they were so weary that their legs would carry them no longer, they lay down beneath a tree and fell asleep.",hansel and gretel_segment_8.txt," The children were led deeper into the forest, where they had never been before . Gretel shared her piece of bread with Hansel, who had scattered his by the way . They walked the whole night and all the next day too from"
"

	Then the cook sent three servants after them, who were to run and overtake the children. The children, however, were sitting outside the forest, and when they saw from afar the three servants running, Lina said to Fundevogel, 'Never leave me, and I will never leave thee.' Fundevogel said, 'Neither now, nor ever.' Then said Lina, 'Do thou become a rose-tree, and I the rose upon it.' When the three servants came to the forest, nothing was there but a rose-tree and one rose on it, but the children were nowhere. Then said they, 'There is nothing to be done here,' and they went home and told the cook that they had seen nothing in the forest but a little rose-bush with one rose on it. Then the old cook scolded and said, 'You simpletons, you should have cut the rose-bush in two, and have broken off the rose and brought it home with you; go, and do it once.' They had therefore to go out and look for the second time. The children, however, saw them coming from a distance. Then Lina said, 'Fundevogel, never leave me, and I will never leave thee.' Fundevogel said, 'Neither now, nor ever.' Said Lina, 'Then do thou become a church, and I'll be the chandelier in it.' So when the three servants came, nothing was there but a church, with a chandelier in it. They said therefore to each other, 'What can we do here, let us go home.' When they got home, the cook asked if they had not found them; so they said no, they had found nothing but a church, and that there was a chandelier in it. And the cook scolded them and said, 'You fools! why did you not pull the church to pieces, and bring the chandelier home with you?' And now the old cook herself got on her legs, and went with the three servants in pursuit of the children. The children, however, saw from afar that the three servants were coming, and the cook waddling after them. Then said Lina, 'Fundevogel, never leave me, and I will never leave thee.' Then said Fundevogel, 'Neither now, nor ever.' Said Lina, 'Be a fishpond, and I will be the duck upon it.' The cook, however, came up to them, and when she saw the pond she lay down by it, and was about to drink it up. But the duck swam quickly to her, seized her head in its beak and drew her into the water, and there the old witch had to drown. Then the children went home together, and were heartily delighted, and if they are not dead, they are living still.",fundevogel bird foundling_segment_5.txt," Lina said to Fundevogel, 'Do thou become a rose-tree, and I the rose upon it' Fundevovogel said, 'Neither now, nor ever.' Said Lina, 'Then do thou"
"

	A few days afterwards a fiddler came and sang beneath the windows, trying to earn a small alms. When the King heard him he said, 'Let him come up.' So the fiddler came in, in his dirty, ragged clothes, and sang before the King and his daughter, and when he had ended he asked for a trifling gift. The King said, 'Your song has pleased me so well that I will give you my daughter there, to wife.'",king thrushbeard_segment_4.txt," A fiddler came in, in his dirty, ragged clothes, and sang before the King and his daughter . The King said, 'Your song has pleased me so well that I will give you my daughter there, to wife'"
"Little brother took his little sister by the hand and said, 'Since our mother died we have had no happiness; our step-mother beats us every day, and if we come near her she kicks us away with her foot. Our meals are the hard crusts of bread that are left over; and the little dog under the table is better off, for she often throws it a nice bit. May Heaven pity us. If our mother only knew! Come, we will go forth together into the wide world.'",little brother and little sister_segment_0.txt," Little brother took his little sister by the hand and said, 'Since our mother died we have had no happiness' 'Our step-mother beats us every day, and if we come near her she kicks us away with her foot."
"

	The Queen, at home, went in front of the glass and saidâ-

	'Looking-glass, Looking-glass, on the wall, Who in this land is the fairest of all?'",little snow white_segment_22.txt," The Queen, at home, went in front of the glass and said: 'Who in this land is the fairest of all?'"
"There were once a cock and a hen who wanted to take a journey together. So the cock built a beautiful carriage, which had four red wheels, and harnessed four mice to it. The hen seated herself in it with the cock, and they drove away together. Not long afterwards they met a cat who said, 'Where are you going?' The cock replied, 'We are going to the house of Herr Korbes.' 'Take me with you,' said the cat. The cock answered, 'Most willingly, get up behind, lest you fall off in front. Take great care not to dirty my little red wheels. And you little wheels, roll on, and you little mice pipe out, as we go forth on our way to the house of Herr Korbes.'",herr korbes_segment_0.txt," The cock built a beautiful carriage which had four red wheels, and harnessed four mice to it . The hen seated herself in it with the cock, and they drove away together . Not long afterwards they met a cat who said, '"
"

	So the wedding was celebrated on the appointed day, and when the young wife went out of doors to see the bridegroom's property, Hans took off his Sunday coat and put on his patched smock-frock and said, 'I might spoil my good coat.' Then together they went out and wherever a boundary line came in sight, or fields and meadows were divided from each other, Hans pointed with his finger and then slapped either a large or a small patch on his smock-frock, and said, 'That patch is mine, and that too, my dearest, just look at it,' meaning thereby that his wife should not stare at the broad land, but look at his garment, which was his own.",hans married_segment_1.txt," Hans took off his Sunday coat and put on his patched smock-frock and said, 'I might spoil my good coat' Then together they went out and wherever a boundary line came in sight, Hans pointed with his finger and"
